,reaction_time_minutes,cumhist_normed
0,0.0,1.0
1,44.71666666666667,1.0
2,48.93333333333333,0.9883720930232558
3,51.0,0.9767441860465116
4,52.55,0.9651162790697675
5,53.333333333333336,0.9534883720930233
6,54.18333333333333,0.9418604651162791
7,55.06666666666667,0.9302325581395349
8,55.18333333333333,0.9186046511627907
9,55.86666666666667,0.9069767441860465
10,56.03333333333333,0.8953488372093024
11,56.5,0.8837209302325582
12,57.5,0.872093023255814
13,59.53333333333333,0.8604651162790697
14,59.733333333333334,0.8488372093023255
15,60.6,0.8372093023255814
16,61.583333333333336,0.8255813953488372
17,61.63333333333333,0.813953488372093
18,63.1,0.8023255813953488
19,65.13333333333334,0.7906976744186046
20,65.15,0.7790697674418605
21,65.48333333333333,0.7674418604651163
22,66.11666666666666,0.7558139534883721
23,66.55,0.7441860465116279
24,66.98333333333333,0.7325581395348837
25,67.08333333333333,0.7209302325581395
26,67.16666666666667,0.7093023255813954
27,67.26666666666667,0.6976744186046512
28,68.53333333333333,0.686046511627907
29,69.38333333333334,0.6744186046511628
30,69.56666666666666,0.6627906976744186
31,71.81666666666666,0.6511627906976745
32,72.03333333333333,0.6395348837209303
33,72.03333333333333,0.627906976744186
34,72.16666666666667,0.6162790697674418
35,72.41666666666667,0.6046511627906976
36,73.16666666666667,0.5930232558139535
37,73.18333333333334,0.5813953488372093
38,73.4,0.5697674418604651
39,73.81666666666666,0.5581395348837209
40,73.93333333333334,0.5465116279069767
41,74.65,0.5348837209302325
42,76.2,0.5232558139534884
43,77.33333333333333,0.5116279069767442
44,78.0,0.5
45,79.13333333333334,0.4883720930232558
46,80.48333333333333,0.47674418604651164
47,80.56666666666666,0.46511627906976744
48,82.7,0.45348837209302323
49,83.38333333333334,0.4418604651162791
50,83.6,0.43023255813953487
51,83.98333333333333,0.4186046511627907
52,86.55,0.4069767441860465
53,87.4,0.3953488372093023
54,89.46666666666667,0.38372093023255816
55,89.7,0.37209302325581395
56,91.45,0.36046511627906974
57,92.53333333333333,0.3488372093023256
58,94.45,0.3372093023255814
59,98.58333333333333,0.32558139534883723
60,99.06666666666666,0.313953488372093
61,101.63333333333334,0.3023255813953488
62,103.28333333333333,0.29069767441860467
63,105.78333333333333,0.27906976744186046
64,106.61666666666666,0.26744186046511625
65,122.18333333333334,0.2558139534883721
66,131.13333333333333,0.2441860465116279
67,142.01666666666668,0.23255813953488372
68,147.13333333333333,0.22093023255813954
69,177.9,0.20930232558139536
70,227.18333333333334,0.19767441860465115
71,230.56666666666666,0.18604651162790697
72,302.1,0.1744186046511628
73,358.7,0.16279069767441862
74,373.3833333333333,0.1511627906976744
75,417.0,0.13953488372093023
76,485.1666666666667,0.12790697674418605
77,535.1166666666667,0.11627906976744186
78,745.55,0.10465116279069768
79,1201.1666666666667,0.09302325581395349
80,1265.5833333333333,0.08139534883720931
81,3203.983333333333,0.06976744186046512
82,4822.966666666666,0.05813953488372093
83,4883.633333333333,0.046511627906976744
84,4901.7,0.03488372093023256
85,4956.016666666666,0.023255813953488372
86,5932.283333333334,0.011627906976744186
87,88702.63333333333,0.0
